,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Response Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Attention Probe
150,27,Presentation,3,00306940422fa_sunabueyoajufbkraki.jpg,00292940422fb_sunabrjdpmoedcdjbpo.jpg,,,,,,,>,Place,26.540639877319336,,,,1.0,,,3,,,,x
151,27,Presentation,3,00071941031fa_sunaaexqbtdswxrqjvz.jpg,00308940422fb_sunabwfvcqqidycwypa.jpg,,,,,,,<,Place,33.756428956985474,,,,1.0,,,1,,,,o
152,27,Presentation,3,00905960530fa_sunanmoqeyprjjjfxjt.jpg,00914960620fa_sunaozisvwfbmlkfhzv.jpg,,,,,,,>,Face,40.75689506530762,,,,1.0,,,3,,,,o
153,27,Presentation,3,00977960627fa_sunbbxkanhzjgbwyxqs.jpg,00529940519fa_sunacbeefkxpymwevpk.jpg,,,,,,,<,Place,47.66858887672424,,,,1.0,,,1,,,,x
154,27,Presentation,3,00949960627fb_sunasnqkkyhilqkxiqm.jpg,00770941201fa_sunaflojskatpeqyzqp.jpg,,,,,,,<,Face,54.86063289642334,,,,1.0,,,1,,,,o
155,27,Presentation,3,00771941205fa_sunafowswglhxcsufpo.jpg,00775941205fa_sunafvwfsmqkjrutjta.jpg,,,,,,,>,Face,61.868541955947876,,,,1.0,,,3,,,,x
156,27,Presentation,3,00876960620fa_sunajwqkfsykceonyig.jpg,00752960620fa_sunafbwnojpqeyzssoe.jpg,,,,,,,>,Place,68.94041895866394,,,,1.0,,,3,,,,o
157,27,Presentation,3,00127931230fa_sunaampvucecsfbdafn.jpg,00993960627fa_sunbprywzqxjcezkbch.jpg,,,,,,,<,Place,76.06844902038574,,,,1.0,,,1,,,,o
158,27,Presentation,3,00574940928fa_sunacvbrcejzwmcgnoq.jpg,00620940928fa_sunacypmnujalygkunp.jpg,,,,,,,<,Face,83.32472491264343,,,,1.0,,,1,,,,x
159,27,Presentation,3,00060931230fa_sunaaehaikpckyjsety.jpg,00921960627fa_sunapqkpqdfvxlbqwyo.jpg,,,,,,,>,Face,90.71641993522644,,,,1.0,,,3,,,,x
