,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Response Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Attention Probe
150,1,Presentation,3,00914960620fa_sunaozisvwfbmlkfhzv.jpg,00270940422fb_sunabllobxadqcyttej.jpg,,,,,,,<,Place,24.237735986709595,,,,1.0,,,1,,,,x
151,1,Presentation,3,00949960627fb_sunasnqkkyhilqkxiqm.jpg,00184940128fa_sunaavtbadenwnzeutj.jpg,,,,,,,<,Face,31.837602138519287,,,,1.0,,,1,,,,x
152,1,Presentation,3,00663941121fa_sunadnjjzohjhbohlwq.jpg,00935960627fa_sunaqbmgkgqucajzrkp.jpg,,,,,,,>,Face,38.97341203689575,,,,1.0,,,1,,,,x
153,1,Presentation,3,00828940307fa_sunahuynahneraqftyz.jpg,00313940422fa_sunabwjvmoaddlyxfjr.jpg,,,,,,,>,Place,46.189396142959595,,,,0.0,,,1,,,,x
154,1,Presentation,3,00116931230fa_sunaakqepfoeqomfgxf.jpg,00905960530fa_sunanmoqeyprjjjfxjt.jpg,,,,,,,>,Face,53.42933917045593,,,,0.0,,,1,,,,o
155,1,Presentation,3,00221940128fa_sunabcfpwlpolnutyju.jpg,00819940307fa_sunahqldjibofgsfdgb.jpg,,,,,,,<,Place,60.71742796897888,,,,1.0,,,3,,,,o
156,1,Presentation,3,00836940307fa_sunainqelldeebvxtcz.jpg,00860940307fa_sunaizeyhvjzknwjudw.jpg,,,,,,,<,Face,68.0613169670105,,,,1.0,,,1,,,,x
157,1,Presentation,3,00953960627fa_sunatstrpjxhvtbaczf.jpg,00262940128fa_sunabizydfotqddlnjp.jpg,,,,,,,>,Place,75.2931010723114,,,,0.0,,,1,,,,x
158,1,Presentation,3,00866940307fa_sunajbwkywmsqkldfml.jpg,00149931230fa_sunaauglwmctnkxyird.jpg,,,,,,,<,Place,82.51727604866028,,,,1.0,,,1,,,,x
159,1,Presentation,3,00630940928fa_sunaczwgyukesaajxnx.jpg,00647941031fa_sunadflbrkckmepztql.jpg,,,,,,,>,Face,89.81335115432739,,,,1.0,,,1,,,,x
